a/a,CHANGE_DATE,TEMPERATURE,HUMIDITY,MALE,FEMALE,MO_DACUS,FEMALE_POSOSTO,GONIMOTHTA,DAC_METRHSH_DACUS_ID,DHMOS_ID,DHMOS_CODE,DHMOS_DESCR,MIN,SYNOLO_DAKON,METEO_ID,METEO_DESCR,ALTERN_METEO_ID,ALTERN_METEO_DESCR,NOMOS_DESCR
4892,09/01/09,,,788,909,42.43,0.54,,9493,14326,64130100,Δ.Δ.Συκέας,788,1697,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4893,09/01/09,,,259,363,14.13,0.58,,9494,14336,64130200,Δ.Δ.Σάρτης,259,622,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4894,09/06/09,,,310,380,13.8,0.55,,9495,14331,64130105,Πόρτο Κουφό,310,690,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4895,09/06/09,,,751,1104,46.38,0.6,,9496,14326,64130100,Δ.Δ.Συκέας,751,1855,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4896,09/06/09,,,284,396,15.45,0.58,,9497,14336,64130200,Δ.Δ.Σάρτης,284,680,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4897,09/11/09,,,190,229,8.38,0.55,,9498,14331,64130105,Πόρτο Κουφό,190,419,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4898,09/11/09,,,262,482,18.6,0.65,,9499,14326,64130100,Δ.Δ.Συκέας,262,744,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4899,09/11/09,,,76,97,3.93,0.56,,9500,14336,64130200,Δ.Δ.Σάρτης,76,173,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4900,09/16/09,,,144,200,6.88,0.58,,9501,14331,64130105,Πόρτο Κουφό,144,344,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4901,09/16/09,,,108,149,6.43,0.58,,9502,14326,64130100,Δ.Δ.Συκέας,108,257,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4902,09/16/09,,,68,90,3.6,0.57,,9503,14336,64130200,Δ.Δ.Σάρτης,68,158,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4903,09/21/09,,,151,219,7.4,0.59,,9504,14331,64130105,Πόρτο Κουφό,151,370,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4904,09/21/09,,,291,369,16.5,0.56,,9505,14326,64130100,Δ.Δ.Συκέας,291,660,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4905,09/21/09,,,193,219,9.36,0.53,,9506,14336,64130200,Δ.Δ.Σάρτης,193,412,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4906,09/26/09,,,560,775,26.7,0.58,,9507,14331,64130105,Πόρτο Κουφό,560,1335,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4907,09/26/09,,,760,1776,63.4,0.7,,9508,14326,64130100,Δ.Δ.Συκέας,760,2536,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4908,09/26/09,,,385,519,20.55,0.57,,9509,14336,64130200,Δ.Δ.Σάρτης,385,904,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4909,10/01/09,,,700,940,32.8,0.57,,9510,14331,64130105,Πόρτο Κουφό,700,1640,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4910,10/01/09,,,816,1827,66.09,0.69,,9511,14326,64130100,Δ.Δ.Συκέας,816,2643,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4911,10/01/09,,,653,781,32.6,0.54,,9512,14336,64130200,Δ.Δ.Σάρτης,653,1434,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4912,10/06/09,,,750,1040,35.8,0.58,,9513,14331,64130105,Πόρτο Κουφό,750,1790,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4913,10/06/09,,,508,752,31.5,0.6,,9514,14326,64130100,Δ.Δ.Συκέας,508,1260,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4914,10/06/09,,,537,770,29.7,0.59,,9515,14336,64130200,Δ.Δ.Σάρτης,537,1307,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4915,10/11/09,,,690,984,33.48,0.59,,9516,14331,64130105,Πόρτο Κουφό,690,1674,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4916,10/11/09,,,1082,1486,64.19,0.58,,9517,14326,64130100,Δ.Δ.Συκέας,1082,2568,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4917,10/11/09,,,485,660,26.03,0.58,,9518,14336,64130200,Δ.Δ.Σάρτης,485,1145,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4918,10/16/09,,,355,501,17.12,0.59,,9519,14331,64130105,Πόρτο Κουφό,355,856,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4919,10/16/09,,,209,329,13.46,0.61,,9520,14326,64130100,Δ.Δ.Συκέας,209,538,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4920,10/16/09,,,549,660,27.48,0.55,,9521,14336,64130200,Δ.Δ.Σάρτης,549,1209,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4921,10/21/09,,,147,220,7.34,0.6,,9522,14331,64130105,Πόρτο Κουφό,147,367,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4922,10/21/09,,,109,156,6.62,0.59,,9523,14326,64130100,Δ.Δ.Συκέας,109,265,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4923,10/21/09,,,176,233,9.3,0.57,,9524,14336,64130200,Δ.Δ.Σάρτης,176,409,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4924,10/26/09,,,145,245,7.8,0.63,,9525,14331,64130105,Πόρτο Κουφό,145,390,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4925,10/26/09,,,32,64,2.4,0.67,,9526,14326,64130100,Δ.Δ.Συκέας,32,96,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4926,10/26/09,,,158,242,9.1,0.61,,9527,14336,64130200,Δ.Δ.Σάρτης,158,400,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4927,07/26/10,,,97,99,4.9,0.51,,10001,14268,64110200,Δ.Δ.Αγίου Νικολάου,97,196,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4928,07/26/10,,,94,74,4.2,0.44,,10002,14268,64110200,Δ.Δ.Αγίου Νικολάου,74,168,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4929,07/26/10,,,38,19,1.43,0.33,,10003,14268,64110200,Δ.Δ.Αγίου Νικολάου,19,57,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4930,08/01/10,,,332,168,12.51,0.34,,10004,14268,64110200,Δ.Δ.Αγίου Νικολάου,168,500,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4931,08/01/10,,,193,121,7.85,0.39,,10005,14268,64110200,Δ.Δ.Αγίου Νικολάου,121,314,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4932,08/01/10,,,123,103,5.65,0.46,,10006,14268,64110200,Δ.Δ.Αγίου Νικολάου,103,226,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4933,08/06/10,,,273,200,11.83,0.42,,10007,14268,64110200,Δ.Δ.Αγίου Νικολάου,200,473,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4934,08/06/10,,,305,183,12.2,0.38,,10008,14268,64110200,Δ.Δ.Αγίου Νικολάου,183,488,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4935,08/06/10,,,254,187,11.03,0.42,,10009,14268,64110200,Δ.Δ.Αγίου Νικολάου,187,441,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4936,08/11/10,,,97,33,3.26,0.25,,10010,14268,64110200,Δ.Δ.Αγίου Νικολάου,33,130,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4937,08/11/10,,,110,70,4.5,0.39,,10011,14268,64110200,Δ.Δ.Αγίου Νικολάου,70,180,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4938,08/11/10,,,225,169,9.85,0.43,,10012,14268,64110200,Δ.Δ.Αγίου Νικολάου,169,394,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4939,08/17/10,,,277,146,10.58,0.35,,10013,14268,64110200,Δ.Δ.Αγίου Νικολάου,146,423,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4940,08/17/10,,,455,322,19.43,0.41,,10014,14268,64110200,Δ.Δ.Αγίου Νικολάου,322,777,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4941,08/17/10,,,665,351,25.4,0.35,,10015,14268,64110200,Δ.Δ.Αγίου Νικολάου,351,1016,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4942,08/21/10,,,250,118,9.2,0.32,,10016,14268,64110200,Δ.Δ.Αγίου Νικολάου,118,368,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4943,08/21/10,,,501,441,23.55,0.47,,10017,14268,64110200,Δ.Δ.Αγίου Νικολάου,441,942,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4944,08/21/10,,,393,291,17.1,0.43,,10018,14268,64110200,Δ.Δ.Αγίου Νικολάου,291,684,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4945,08/26/10,,,383,193,14.4,0.34,,10019,14268,64110200,Δ.Δ.Αγίου Νικολάου,193,576,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4946,08/26/10,,,558,283,21.03,0.34,,10020,14268,64110200,Δ.Δ.Αγίου Νικολάου,283,841,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4947,08/26/10,,,424,346,19.25,0.45,,10021,14268,64110200,Δ.Δ.Αγίου Νικολάου,346,770,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4948,09/01/10,,,167,102,6.73,0.38,,10022,14268,64110200,Δ.Δ.Αγίου Νικολάου,102,269,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4949,09/01/10,,,411,619,25.75,0.6,,10023,14268,64110200,Δ.Δ.Αγίου Νικολάου,411,1030,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4950,09/01/10,,,210,181,9.78,0.46,,10024,14268,64110200,Δ.Δ.Αγίου Νικολάου,181,391,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4951,09/06/10,,,395,243,15.95,0.38,,10025,14268,64110200,Δ.Δ.Αγίου Νικολάου,243,638,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4952,09/06/10,,,328,339,16.68,0.51,,10026,14268,64110200,Δ.Δ.Αγίου Νικολάου,328,667,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4953,09/06/10,,,132,115,6.18,0.47,,10027,14268,64110200,Δ.Δ.Αγίου Νικολάου,115,247,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4954,09/11/10,,,217,144,9.03,0.4,,10028,14268,64110200,Δ.Δ.Αγίου Νικολάου,144,361,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4955,09/11/10,,,326,292,15.45,0.47,,10029,14268,64110200,Δ.Δ.Αγίου Νικολάου,292,618,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4956,09/11/10,,,139,109,6.2,0.44,,10030,14268,64110200,Δ.Δ.Αγίου Νικολάου,109,248,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4957,09/16/10,,,132,79,5.28,0.37,,10031,14268,64110200,Δ.Δ.Αγίου Νικολάου,79,211,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4958,09/16/10,,,503,450,23.83,0.47,,10032,14268,64110200,Δ.Δ.Αγίου Νικολάου,450,953,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4959,09/16/10,,,162,115,6.93,0.42,,10033,14268,64110200,Δ.Δ.Αγίου Νικολάου,115,277,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4960,09/21/10,,,78,50,3.2,0.39,,10034,14268,64110200,Δ.Δ.Αγίου Νικολάου,50,128,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4961,09/21/10,,,454,493,23.68,0.52,,10035,14268,64110200,Δ.Δ.Αγίου Νικολάου,454,947,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4962,09/21/10,,,124,87,5.28,0.41,,10036,14268,64110200,Δ.Δ.Αγίου Νικολάου,87,211,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4963,09/26/10,,,543,197,18.5,0.27,,10037,14268,64110200,Δ.Δ.Αγίου Νικολάου,197,740,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4964,09/26/10,,,491,357,21.2,0.42,,10038,14268,64110200,Δ.Δ.Αγίου Νικολάου,357,848,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4965,09/26/10,,,372,262,15.85,0.41,,10039,14268,64110200,Δ.Δ.Αγίου Νικολάου,262,634,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4966,10/01/10,,,536,176,17.8,0.25,,10040,14268,64110200,Δ.Δ.Αγίου Νικολάου,176,712,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4967,10/01/10,,,207,277,12.1,0.57,,10041,14268,64110200,Δ.Δ.Αγίου Νικολάου,207,484,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4968,10/01/10,,,266,212,11.95,0.44,,10042,14268,64110200,Δ.Δ.Αγίου Νικολάου,212,478,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4969,10/06/10,,,40,21,1.53,0.34,,10043,14268,64110200,Δ.Δ.Αγίου Νικολάου,21,61,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4970,10/06/10,,,91,116,5.18,0.56,,10044,14268,64110200,Δ.Δ.Αγίου Νικολάου,91,207,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4971,10/06/10,,,84,56,3.5,0.4,,10045,14268,64110200,Δ.Δ.Αγίου Νικολάου,56,140,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4972,10/11/10,,,38,18,1.4,0.32,,10046,14268,64110200,Δ.Δ.Αγίου Νικολάου,18,56,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4973,10/11/10,,,35,31,1.65,0.47,,10047,14268,64110200,Δ.Δ.Αγίου Νικολάου,31,66,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4974,10/11/10,,,60,47,2.68,0.44,,10048,14268,64110200,Δ.Δ.Αγίου Νικολάου,47,107,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4975,10/16/10,,,40,23,1.58,0.37,,10049,14268,64110200,Δ.Δ.Αγίου Νικολάου,23,63,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4976,10/16/10,,,69,64,3.33,0.48,,10050,14268,64110200,Δ.Δ.Αγίου Νικολάου,64,133,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4977,10/16/10,,,38,20,1.45,0.34,,10051,14268,64110200,Δ.Δ.Αγίου Νικολάου,20,58,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4978,10/21/10,,,65,31,2.4,0.32,,10052,14268,64110200,Δ.Δ.Αγίου Νικολάου,31,96,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4979,10/21/10,,,49,40,2.23,0.45,,10053,14268,64110200,Δ.Δ.Αγίου Νικολάου,40,89,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4980,10/21/10,,,23,18,1.03,0.44,,10054,14268,64110200,Δ.Δ.Αγίου Νικολάου,18,41,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4981,10/26/10,,,65,31,2.4,0.32,,10055,14268,64110200,Δ.Δ.Αγίου Νικολάου,31,96,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4982,10/26/10,,,49,40,2.23,0.45,,10056,14268,64110200,Δ.Δ.Αγίου Νικολάου,40,89,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4983,10/26/10,,,23,18,1.03,0.44,,10057,14268,64110200,Δ.Δ.Αγίου Νικολάου,18,41,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
4984,07/26/10,,,,,0.55,,,10058,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
4985,07/26/10,,,,,0.52,,,10059,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
4986,08/01/10,,,,,0.25,,,10060,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
4987,08/01/10,,,,,0.67,,,10061,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
4988,08/06/10,,,,,0.37,,,10062,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
4989,08/06/10,,,,,0.15,,,10063,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
4990,08/11/10,,,,,0.25,,,10064,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
4991,08/11/10,,,,,0.55,,,10065,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
4992,08/17/10,,,,,1.47,,,10066,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
4993,08/17/10,,,,,0.27,,,10067,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
4994,08/21/10,,,,,0.55,,,10068,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
4995,08/21/10,,,,,0.65,,,10069,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
4996,08/26/10,,,,,0.72,,,10070,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
4997,08/26/10,,,,,0.52,,,10071,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
4998,09/01/10,,,,,0.17,,,10072,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
4999,09/01/10,,,,,0.47,,,10073,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5000,09/06/10,,,,,0.37,,,10074,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5001,09/06/10,,,,,1.57,,,10075,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5002,09/11/10,,,,,0.7,,,10076,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5003,09/11/10,,,,,0.6,,,10077,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5004,09/16/10,,,,,0.42,,,10078,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5005,09/16/10,,,,,1.57,,,10079,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5006,09/21/10,,,,,1.52,,,10080,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5007,09/21/10,,,,,1.37,,,10081,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5008,09/26/10,,,,,1.57,,,10082,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5009,09/26/10,,,,,2,,,10083,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
